"Name" "Team" "Position" "Height" "Weight" "Age" "PosCategory"
"966" "Jonah_Bayliss" "PIT" "Relief_Pitcher" 74 200 26.55 "Pitcher"
"967" "Brian_Rogers" "PIT" "Relief_Pitcher" 76 190 24.62 "Pitcher"
"968" "Juan_Perez" "PIT" "Relief_Pitcher" 72 170 28.49 "Pitcher"
"969" "Bengie_Molina" "SF" "Catcher" 71 220 32.61 "Catcher"
"970" "Eliezer_Alfonzo" "SF" "Catcher" 72 223 28.06 "Catcher"
"971" "Lance_Niekro" "SF" "First_Baseman" 75 210 28.08 "Infielder"
"972" "Mark_Sweeney" "SF" "First_Baseman" 73 215 37.34 "Infielder"
"973" "Ray_Durham" "SF" "Second_Baseman" 68 196 35.25 "Infielder"
"974" "Kevin_Frandsen" "SF" "Second_Baseman" 72 175 24.77 "Infielder"
"975" "Omar_Vizquel" "SF" "Shortstop" 69 175 39.85 "Infielder"
"976" "Rich_Aurilia" "SF" "Third_Baseman" 73 189 35.49 "Infielder"
"977" "Pedro_Feliz" "SF" "Third_Baseman" 73 205 31.84 "Infielder"
"978" "Todd_Linden" "SF" "Outfielder" 75 210 26.67 "Outfielder"
"979" "Dave_Roberts" "SF" "Outfielder" 70 180 34.75 "Outfielder"
"980" "Jason_Ellison" "SF" "Outfielder" 70 180 28.91 "Outfielder"
"981" "Randy_Winn" "SF" "Outfielder" 74 197 32.73 "Outfielder"
"982" "Ryan_Klesko" "SF" "Outfielder" 75 220 35.72 "Outfielder"
"983" "Barry_Bonds" "SF" "Outfielder" 74 228 42.6 "Outfielder"
"984" "Fred_Lewis" "SF" "Outfielder" 74 190 26.22 "Outfielder"
"985" "Kelyn_Acosta" "SF" "Starting_Pitcher" 73 204 21.85 "Pitcher"
"986" "Jonathan_Sanchez" "SF" "Starting_Pitcher" 74 165 24.28 "Pitcher"
"987" "Matt_Cain" "SF" "Starting_Pitcher" 75 216 22.41 "Pitcher"
"988" "Matt_Morris" "SF" "Starting_Pitcher" 77 220 32.56 "Pitcher"
"989" "Russ_Ortiz" "SF" "Starting_Pitcher" 73 208 32.74 "Pitcher"
"990" "Noah_Lowry" "SF" "Starting_Pitcher" 74 210 26.39 "Pitcher"
"991" "Barry_Zito" "SF" "Starting_Pitcher" 76 215 28.8 "Pitcher"
"992" "Vinnie_Chulk" "SF" "Relief_Pitcher" 74 195 28.2 "Pitcher"
"993" "Kevin_Correia" "SF" "Relief_Pitcher" 75 200 26.52 "Pitcher"
"994" "Steve_Kline" "SF" "Relief_Pitcher" 73 215 34.52 "Pitcher"
"995" "Armando_Benitez" "SF" "Relief_Pitcher" 76 229 34.32 "Pitcher"
"996" "Scott_Munter" "SF" "Relief_Pitcher" 78 240 26.98 "Pitcher"
"997" "Jack_Taschner" "SF" "Relief_Pitcher" 75 207 28.86 "Pitcher"
"998" "Brian_Wilson" "SF" "Relief_Pitcher" 73 205 24.96 "Pitcher"
"999" "Merkin_Valdez" "SF" "Relief_Pitcher" 77 208 25.3 "Pitcher"
"1000" "Brad_Hennessey" "SF" "Relief_Pitcher" 74 185 27.06 "Pitcher"
"1001" "Billy_Sadler" "SF" "Relief_Pitcher" 72 190 25.44 "Pitcher"
"1002" "Pat_Misch" "SF" "Relief_Pitcher" 74 170 25.53 "Pitcher"
"1003" "Gary_Bennett" "STL" "Catcher" 72 208 34.87 "Catcher"
"1004" "Yadier_Molina" "STL" "Catcher" 71 225 24.63 "Catcher"
"1005" "John_Nelson" "STL" "First_Baseman" 73 190 27.99 "Infielder"
"1006" "Albert_Pujols" "STL" "First_Baseman" 75 225 27.12 "Infielder"
"1007" "Adam_Kennedy" "STL" "Second_Baseman" 73 185 31.14 "Infielder"
"1008" "Aaron_Miles" "STL" "Second_Baseman" 67 180 30.21 "Infielder"
"1009" "David_Eckstein" "STL" "Shortstop" 67 165 32.11 "Infielder"
"1010" "Scott_Rolen" "STL" "Third_Baseman" 76 240 31.91 "Infielder"
"1011" "Scott_Spiezio" "STL" "Third_Baseman" 74 220 34.44 "Infielder"
"1012" "Jim_Edmonds" "STL" "Outfielder" 73 212 36.68 "Outfielder"
"1013" "So_Taguchi" "STL" "Outfielder" 70 163 37.66 "Outfielder"
"1014" "Juan_Encarnacion" "STL" "Outfielder" 75 215 30.98 "Outfielder"
"1015" "Skip_Schumaker" "STL" "Outfielder" 70 175 27.07 "Outfielder"
"1016" "John_Rodriguez" "STL" "Outfielder" 72 205 29.11 "Outfielder"
"1017" "Chris_Duncan" "STL" "Outfielder" 77 210 25.82 "Outfielder"
"1018" "Adam_Wainwright" "STL" "Starting_Pitcher" 79 205 25.5 "Pitcher"
"1019" "Mark_Mulder" "STL" "Starting_Pitcher" 78 208 29.57 "Pitcher"
"1020" "Anthony_Reyes" "STL" "Starting_Pitcher" 74 215 25.37 "Pitcher"
"1021" "Ryan_Franklin" "STL" "Starting_Pitcher" 75 180 33.99 "Pitcher"
"1022" "Kip_Wells" "STL" "Starting_Pitcher" 75 200 29.86 "Pitcher"
"1023" "Chris_Carpenter" "STL" "Starting_Pitcher" 78 230 31.84 "Pitcher"
"1024" "Russ_Springer" "STL" "Relief_Pitcher" 76 211 38.31 "Pitcher"
"1025" "Jason_Isringhausen" "STL" "Relief_Pitcher" 75 230 34.48 "Pitcher"
"1026" "Ricardo_Rincon" "STL" "Relief_Pitcher" 69 190 36.88 "Pitcher"
"1027" "Braden_Looper" "STL" "Relief_Pitcher" 75 220 32.34 "Pitcher"
"1028" "Randy_Flores" "STL" "Relief_Pitcher" 72 180 31.58 "Pitcher"
"1029" "Josh_Hancock" "STL" "Relief_Pitcher" 75 205 28.89 "Pitcher"
"1030" "Brad_Thompson" "STL" "Relief_Pitcher" 73 190 25.08 "Pitcher"
"1031" "Tyler_Johnson" "STL" "Relief_Pitcher" 74 180 25.73 "Pitcher"
"1032" "Chris_Narveson" "STL" "Relief_Pitcher" 75 205 25.19 "Pitcher"
"1033" "Randy_Keisler" "STL" "Relief_Pitcher" 75 190 31.01 "Pitcher"
"1034" "Josh_Kinney" "STL" "Relief_Pitcher" 73 195 27.92 "Pitcher"
